,BG,STATE,COUNTY,TRACT,BLKGRPCE,NAMELSAD,PUMA,REGION
209,560139401001,56,56013,56013940100,1,Block Group 1,56500,1
210,560379709014,56,56037,56037970901,4,Block Group 4,56500,1
211,560379709022,56,56037,56037970902,2,Block Group 2,56500,1
212,560379705001,56,56037,56037970500,1,Block Group 1,56500,1
213,560399677024,56,56039,56039967702,4,Block Group 4,56100,1
214,560399678005,56,56039,56039967800,5,Block Group 5,56100,1
215,560399676002,56,56039,56039967600,2,Block Group 2,56100,1
216,560419754004,56,56041,56041975400,4,Block Group 4,56500,1
217,560099566003,56,56009,56009956600,3,Block Group 3,56400,1
218,560099564001,56,56009,56009956400,1,Block Group 1,56400,1
219,560099564003,56,56009,56009956400,3,Block Group 3,56400,1
220,560050004003,56,56005,56005000400,3,Block Group 3,56200,1
221,560419753001,56,56041,56041975300,1,Block Group 1,56500,1
222,560419752001,56,56041,56041975200,1,Block Group 1,56500,1
223,560419754001,56,56041,56041975400,1,Block Group 1,56500,1
224,560419753005,56,56041,56041975300,5,Block Group 5,56500,1
225,560419752003,56,56041,56041975200,3,Block Group 3,56500,1
226,560419753006,56,56041,56041975300,6,Block Group 6,56500,1
227,560419752002,56,56041,56041975200,2,Block Group 2,56500,1
228,560419752004,56,56041,56041975200,4,Block Group 4,56500,1
229,560210015012,56,56021,56021001501,2,Block Group 2,56300,1
230,560379709013,56,56037,56037970901,3,Block Group 3,56500,1
231,560379711001,56,56037,56037971100,1,Block Group 1,56500,1
232,560379706023,56,56037,56037970602,3,Block Group 3,56500,1
233,560379709023,56,56037,56037970902,3,Block Group 3,56500,1
234,560399678003,56,56039,56039967800,3,Block Group 3,56100,1
235,560079676001,56,56007,56007967600,1,Block Group 1,56400,1
236,560079678001,56,56007,56007967800,1,Block Group 1,56400,1
237,560079677003,56,56007,56007967700,3,Block Group 3,56400,1
238,560079677004,56,56007,56007967700,4,Block Group 4,56400,1
239,560079677002,56,56007,56007967700,2,Block Group 2,56400,1
240,560079680002,56,56007,56007968000,2,Block Group 2,56400,1
241,560079680001,56,56007,56007968000,1,Block Group 1,56400,1
242,560079680003,56,56007,56007968000,3,Block Group 3,56400,1
243,560079677001,56,56007,56007967700,1,Block Group 1,56400,1
244,560079676002,56,56007,56007967600,2,Block Group 2,56400,1
245,560079681002,56,56007,56007968100,2,Block Group 2,56400,1
246,560079678004,56,56007,56007967800,4,Block Group 4,56400,1
247,560079678002,56,56007,56007967800,2,Block Group 2,56400,1
248,560050006002,56,56005,56005000600,2,Block Group 2,56200,1
249,560050007003,56,56005,56005000700,3,Block Group 3,56200,1
250,560050005001,56,56005,56005000500,1,Block Group 1,56200,1
251,560250002002,56,56025,56025000200,2,Block Group 2,56400,1
252,560459511001,56,56045,56045951100,1,Block Group 1,56200,1
253,560459511002,56,56045,56045951100,2,Block Group 2,56200,1
254,560459513003,56,56045,56045951300,3,Block Group 3,56200,1
255,560459513001,56,56045,56045951300,1,Block Group 1,56200,1
256,560459513002,56,56045,56045951300,2,Block Group 2,56200,1
257,560210010001,56,56021,56021001000,1,Block Group 1,56300,1
258,560210007001,56,56021,56021000700,1,Block Group 1,56300,1
259,560210009003,56,56021,56021000900,3,Block Group 3,56300,1
260,560210020002,56,56021,56021002000,2,Block Group 2,56300,1
261,560210020003,56,56021,56021002000,3,Block Group 3,56300,1
262,560210015023,56,56021,56021001502,3,Block Group 3,56300,1
263,560210003002,56,56021,56021000300,2,Block Group 2,56300,1
264,560210019021,56,56021,56021001902,1,Block Group 1,56300,1
265,560239780004,56,56023,56023978000,4,Block Group 4,56100,1
266,560210004021,56,56021,56021000402,1,Block Group 1,56300,1
267,560210007002,56,56021,56021000700,2,Block Group 2,56300,1
268,560210002001,56,56021,56021000200,1,Block Group 1,56300,1
269,560210004023,56,56021,56021000402,3,Block Group 3,56300,1
270,560210005012,56,56021,56021000501,2,Block Group 2,56300,1
271,560210006001,56,56021,56021000600,1,Block Group 1,56300,1
272,560210006002,56,56021,56021000600,2,Block Group 2,56300,1
273,560210006003,56,56021,56021000600,3,Block Group 3,56300,1
274,560210006004,56,56021,56021000600,4,Block Group 4,56300,1
275,560210007003,56,56021,56021000700,3,Block Group 3,56300,1
276,560210008003,56,56021,56021000800,3,Block Group 3,56300,1
277,560210008002,56,56021,56021000800,2,Block Group 2,56300,1
278,560210009001,56,56021,56021000900,1,Block Group 1,56300,1
279,560210009002,56,56021,56021000900,2,Block Group 2,56300,1
280,560210009004,56,56021,56021000900,4,Block Group 4,56300,1
281,560210010002,56,56021,56021001000,2,Block Group 2,56300,1
282,560210010003,56,56021,56021001000,3,Block Group 3,56300,1
283,560119503002,56,56011,56011950300,2,Block Group 2,56200,1
284,560119502003,56,56011,56011950200,3,Block Group 3,56200,1
285,560319591001,56,56031,56031959100,1,Block Group 1,56200,1
286,560319594001,56,56031,56031959400,1,Block Group 1,56200,1
287,560319594004,56,56031,56031959400,4,Block Group 4,56200,1
288,560319594006,56,56031,56031959400,6,Block Group 6,56200,1
289,560319594007,56,56031,56031959400,7,Block Group 7,56200,1
290,560319594003,56,56031,56031959400,3,Block Group 3,56200,1
291,560319594002,56,56031,56031959400,2,Block Group 2,56200,1
292,560319594005,56,56031,56031959400,5,Block Group 5,56200,1
293,560319591002,56,56031,56031959100,2,Block Group 2,56200,1
294,560330005004,56,56033,56033000500,4,Block Group 4,56100,1
295,560019636003,56,56001,56001963600,3,Block Group 3,56300,1
296,560159580003,56,56015,56015958000,3,Block Group 3,56200,1
297,560159580002,56,56015,56015958000,2,Block Group 2,56200,1
298,560159579001,56,56015,56015957900,1,Block Group 1,56200,1
299,560159578003,56,56015,56015957800,3,Block Group 3,56200,1
300,560330003001,56,56033,56033000300,1,Block Group 1,56100,1
301,560019636004,56,56001,56001963600,4,Block Group 4,56300,1
302,560019637002,56,56001,56001963700,2,Block Group 2,56300,1
303,560019637003,56,56001,56001963700,3,Block Group 3,56300,1
304,560419753002,56,56041,56041975300,2,Block Group 2,56500,1
305,560419753004,56,56041,56041975300,4,Block Group 4,56500,1
306,560419754005,56,56041,56041975400,5,Block Group 5,56500,1
307,560419754006,56,56041,56041975400,6,Block Group 6,56500,1
308,560419754002,56,56041,56041975400,2,Block Group 2,56500,1
309,560039627002,56,56003,56003962700,2,Block Group 2,56100,1
310,560159579004,56,56015,56015957900,4,Block Group 4,56200,1
311,560159578001,56,56015,56015957800,1,Block Group 1,56200,1
312,560379708003,56,56037,56037970800,3,Block Group 3,56500,1
313,560379708004,56,56037,56037970800,4,Block Group 4,56500,1
314,560050004004,56,56005,56005000400,4,Block Group 4,56200,1
315,560050005003,56,56005,56005000500,3,Block Group 3,56200,1
316,560119502002,56,56011,56011950200,2,Block Group 2,56200,1
317,560119502001,56,56011,56011950200,1,Block Group 1,56200,1
318,560119503001,56,56011,56011950300,1,Block Group 1,56200,1
319,560099566002,56,56009,56009956600,2,Block Group 2,56400,1
320,560099565002,56,56009,56009956500,2,Block Group 2,56400,1
321,560199552002,56,56019,56019955200,2,Block Group 2,56200,1
322,560199552003,56,56019,56019955200,3,Block Group 3,56200,1
323,560199551001,56,56019,56019955100,1,Block Group 1,56200,1
324,560199552001,56,56019,56019955200,1,Block Group 1,56200,1
325,560199552004,56,56019,56019955200,4,Block Group 4,56200,1
326,560299654002,56,56029,56029965400,2,Block Group 2,56100,1
327,560299655003,56,56029,56029965500,3,Block Group 3,56100,1
328,560099567001,56,56009,56009956700,1,Block Group 1,56400,1
329,560099564004,56,56009,56009956400,4,Block Group 4,56400,1
330,560099566001,56,56009,56009956600,1,Block Group 1,56400,1
331,560099564002,56,56009,56009956400,2,Block Group 2,56400,1
332,560099567002,56,56009,56009956700,2,Block Group 2,56400,1
333,560099565001,56,56009,56009956500,1,Block Group 1,56400,1
334,560239782001,56,56023,56023978200,1,Block Group 1,56100,1
335,560239780003,56,56023,56023978000,3,Block Group 3,56100,1
336,560239781002,56,56023,56023978100,2,Block Group 2,56100,1
337,560239784003,56,56023,56023978400,3,Block Group 3,56100,1
338,560210013004,56,56021,56021001300,4,Block Group 4,56300,1
339,560019628001,56,56001,56001962800,1,Block Group 1,56300,1
340,560379705002,56,56037,56037970500,2,Block Group 2,56500,1
341,560019627001,56,56001,56001962700,1,Block Group 1,56300,1
342,560019627002,56,56001,56001962700,2,Block Group 2,56300,1
343,560019637001,56,56001,56001963700,1,Block Group 1,56300,1
344,560210002002,56,56021,56021000200,2,Block Group 2,56300,1
345,560210002003,56,56021,56021000200,3,Block Group 3,56300,1
346,560210003001,56,56021,56021000300,1,Block Group 1,56300,1
347,560379707002,56,56037,56037970700,2,Block Group 2,56500,1
348,560379716001,56,56037,56037971600,1,Block Group 1,56500,1
349,560379708001,56,56037,56037970800,1,Block Group 1,56500,1
350,560379709032,56,56037,56037970903,2,Block Group 2,56500,1
351,560379707001,56,56037,56037970700,1,Block Group 1,56500,1
352,560379712002,56,56037,56037971200,2,Block Group 2,56500,1
353,560379709012,56,56037,56037970901,2,Block Group 2,56500,1
354,560379710002,56,56037,56037971000,2,Block Group 2,56500,1
355,560379716002,56,56037,56037971600,2,Block Group 2,56500,1
356,560379706011,56,56037,56037970601,1,Block Group 1,56500,1
357,560379708002,56,56037,56037970800,2,Block Group 2,56500,1
358,560039627003,56,56003,56003962700,3,Block Group 3,56100,1
359,560379711002,56,56037,56037971100,2,Block Group 2,56500,1
360,560210020004,56,56021,56021002000,4,Block Group 4,56300,1
361,560210020001,56,56021,56021002000,1,Block Group 1,56300,1
362,560219808011,56,56021,56021980801,1,Block Group 1,56300,1
363,560210019022,56,56021,56021001902,2,Block Group 2,56300,1
364,560210019011,56,56021,56021001901,1,Block Group 1,56300,1
365,560210019012,56,56021,56021001901,2,Block Group 2,56300,1
366,560210019023,56,56021,56021001902,3,Block Group 3,56300,1
367,560019639002,56,56001,56001963900,2,Block Group 2,56300,1
368,560019629001,56,56001,56001962900,1,Block Group 1,56300,1
369,560019637004,56,56001,56001963700,4,Block Group 4,56300,1
370,560019639001,56,56001,56001963900,1,Block Group 1,56300,1
371,560019631002,56,56001,56001963100,2,Block Group 2,56300,1
372,560019634001,56,56001,56001963400,1,Block Group 1,56300,1
373,560019634002,56,56001,56001963400,2,Block Group 2,56300,1
374,560019634003,56,56001,56001963400,3,Block Group 3,56300,1
375,560019634004,56,56001,56001963400,4,Block Group 4,56300,1
376,560019635002,56,56001,56001963500,2,Block Group 2,56300,1
377,560019636001,56,56001,56001963600,1,Block Group 1,56300,1
378,560019636002,56,56001,56001963600,2,Block Group 2,56300,1
379,560019629002,56,56001,56001962900,2,Block Group 2,56300,1
380,560019630001,56,56001,56001963000,1,Block Group 1,56300,1
381,560019630002,56,56001,56001963000,2,Block Group 2,56300,1
382,560019631003,56,56001,56001963100,3,Block Group 3,56300,1
383,560019631004,56,56001,56001963100,4,Block Group 4,56300,1
384,560210004015,56,56021,56021000401,5,Block Group 5,56300,1
385,560210019013,56,56021,56021001901,3,Block Group 3,56300,1
386,560210015011,56,56021,56021001501,1,Block Group 1,56300,1
387,560210015013,56,56021,56021001501,3,Block Group 3,56300,1
388,560210014012,56,56021,56021001401,2,Block Group 2,56300,1
389,560210014022,56,56021,56021001402,2,Block Group 2,56300,1
390,560210011002,56,56021,56021001100,2,Block Group 2,56300,1
391,560210005011,56,56021,56021000501,1,Block Group 1,56300,1
392,560210012003,56,56021,56021001200,3,Block Group 3,56300,1
393,560210005014,56,56021,56021000501,4,Block Group 4,56300,1
394,560210004014,56,56021,56021000401,4,Block Group 4,56300,1
395,560210004012,56,56021,56021000401,2,Block Group 2,56300,1
396,560210008001,56,56021,56021000800,1,Block Group 1,56300,1
397,560210004011,56,56021,56021000401,1,Block Group 1,56300,1
398,560210004013,56,56021,56021000401,3,Block Group 3,56300,1
399,560210004022,56,56021,56021000402,2,Block Group 2,56300,1
400,560239780002,56,56023,56023978000,2,Block Group 2,56100,1
401,560379706012,56,56037,56037970601,2,Block Group 2,56500,1
402,560250006001,56,56025,56025000600,1,Block Group 1,56400,1
403,560250007001,56,56025,56025000700,1,Block Group 1,56400,1
404,560250007002,56,56025,56025000700,2,Block Group 2,56400,1
405,560250007003,56,56025,56025000700,3,Block Group 3,56400,1
406,560250008001,56,56025,56025000800,1,Block Group 1,56400,1
407,560250008002,56,56025,56025000800,2,Block Group 2,56400,1
408,560179679002,56,56017,56017967900,2,Block Group 2,56500,1
409,560179679001,56,56017,56017967900,1,Block Group 1,56500,1
410,560130001001,56,56013,56013000100,1,Block Group 1,56500,1
411,560139403004,56,56013,56013940300,4,Block Group 4,56500,1
412,560139404005,56,56013,56013940400,5,Block Group 5,56500,1
413,560130004001,56,56013,56013000400,1,Block Group 1,56500,1
414,560139401002,56,56013,56013940100,2,Block Group 2,56500,1
415,560130002002,56,56013,56013000200,2,Block Group 2,56500,1
416,560130001002,56,56013,56013000100,2,Block Group 2,56500,1
417,560139403005,56,56013,56013940300,5,Block Group 5,56500,1
418,560130003001,56,56013,56013000300,1,Block Group 1,56500,1
419,560050003003,56,56005,56005000300,3,Block Group 3,56200,1
420,560139402023,56,56013,56013940202,3,Block Group 3,56500,1
421,560139404002,56,56013,56013940400,2,Block Group 2,56500,1
422,560379707003,56,56037,56037970700,3,Block Group 3,56500,1
423,560379706013,56,56037,56037970601,3,Block Group 3,56500,1
424,560379706022,56,56037,56037970602,2,Block Group 2,56500,1
425,560050007001,56,56005,56005000700,1,Block Group 1,56200,1
426,560050001001,56,56005,56005000100,1,Block Group 1,56200,1
427,560050001002,56,56005,56005000100,2,Block Group 2,56200,1
428,560050005002,56,56005,56005000500,2,Block Group 2,56200,1
429,560050003001,56,56005,56005000300,1,Block Group 1,56200,1
430,560050007002,56,56005,56005000700,2,Block Group 2,56200,1
431,560050002003,56,56005,56005000200,3,Block Group 3,56200,1
432,560050006001,56,56005,56005000600,1,Block Group 1,56200,1
433,560050002002,56,56005,56005000200,2,Block Group 2,56200,1
434,560050006003,56,56005,56005000600,3,Block Group 3,56200,1
435,560299651002,56,56029,56029965100,2,Block Group 2,56100,1
436,560050003002,56,56005,56005000300,2,Block Group 2,56200,1
437,560050003004,56,56005,56005000300,4,Block Group 4,56200,1
438,560050004001,56,56005,56005000400,1,Block Group 1,56200,1
439,560050004002,56,56005,56005000400,2,Block Group 2,56200,1
440,560379706014,56,56037,56037970601,4,Block Group 4,56500,1
441,560179678001,56,56017,56017967800,1,Block Group 1,56500,1
442,560210012001,56,56021,56021001200,1,Block Group 1,56300,1
443,560210012002,56,56021,56021001200,2,Block Group 2,56300,1
444,560210012004,56,56021,56021001200,4,Block Group 4,56300,1
445,560210013001,56,56021,56021001300,1,Block Group 1,56300,1
446,560210013003,56,56021,56021001300,3,Block Group 3,56300,1
447,560210014011,56,56021,56021001401,1,Block Group 1,56300,1
